"Question","Characteristics","response","count","State"
"Covered by health insurance","Did not report or don’t know","Did not report",983854,"VA"
"Covered by health insurance","No","Did not report",NA,"VA"
"Covered by health insurance","Yes","Did not report",16731,"VA"
"Currently caught up on mortgage or rental payments","Did not report","Did not report",983854,"VA"
"Currently caught up on mortgage or rental payments","Housing owned or payment not required","Did not report",4121,"VA"
"Currently caught up on mortgage or rental payments","No","Did not report",NA,"VA"
"Currently caught up on mortgage or rental payments","Yes","Did not report",12609,"VA"
"Difficulty hearing","A lot of difficulty","Did not report",NA,"VA"
"Difficulty hearing","Cannot do at all","Did not report",NA,"VA"
"Difficulty hearing","Did not report","Did not report",982105,"VA"
"Difficulty hearing","No difficulty","Did not report",18480,"VA"
"Difficulty hearing","Some difficulty","Did not report",NA,"VA"
"Difficulty remembering or concentrating","A lot of difficulty","Did not report",NA,"VA"
"Difficulty remembering or concentrating","Cannot do at all","Did not report",NA,"VA"
"Difficulty remembering or concentrating","Did not report","Did not report",982105,"VA"
"Difficulty remembering or concentrating","No difficulty","Did not report",16250,"VA"
"Difficulty remembering or concentrating","Some difficulty","Did not report",2229,"VA"
"Difficulty seeing","A lot of difficulty","Did not report",NA,"VA"
"Difficulty seeing","Cannot do at all","Did not report",NA,"VA"
"Difficulty seeing","Did not report","Did not report",982105,"VA"
"Difficulty seeing","No difficulty","Did not report",17292,"VA"
"Difficulty seeing","Some difficulty","Did not report",1187,"VA"
"Difficulty walking or climbing stairs","A lot of difficulty","Did not report",NA,"VA"
"Difficulty walking or climbing stairs","Cannot do at all","Did not report",NA,"VA"
"Difficulty walking or climbing stairs","Did not report","Did not report",982105,"VA"
"Difficulty walking or climbing stairs","No difficulty","Did not report",18480,"VA"
"Difficulty walking or climbing stairs","Some difficulty","Did not report",NA,"VA"
"Education","Bachelor’s degree or higher","Did not report",197307,"VA"
"Education","High school or GED","Did not report",423330,"VA"
"Education","Less than high school","Did not report",85360,"VA"
"Education","Some college/associate’s degree","Did not report",294587,"VA"
"Experienced loss of employment income in last 4 weeks","Did not report","Did not report",183776,"VA"
"Experienced loss of employment income in last 4 weeks","No","Did not report",725278,"VA"
"Experienced loss of employment income in last 4 weeks","Yes","Did not report",91531,"VA"
"Free groceries in last 7 days","Did not report","Did not report",983854,"VA"
"Free groceries in last 7 days","No","Did not report",16731,"VA"
"Free groceries in last 7 days","Yes","Did not report",NA,"VA"
"Frequency of feeling down, depressed, or hopeless","Did not report","Did not report",994808,"VA"
"Frequency of feeling down, depressed, or hopeless","More than half the days","Did not report",NA,"VA"
"Frequency of feeling down, depressed, or hopeless","Nearly every day","Did not report",NA,"VA"
"Frequency of feeling down, depressed, or hopeless","Not at all","Did not report",4015,"VA"
"Frequency of feeling down, depressed, or hopeless","Several days","Did not report",1762,"VA"
"Frequency of feeling nervous, anxious, on edge","Did not report","Did not report",983854,"VA"
"Frequency of feeling nervous, anxious, on edge","More than half the days","Did not report",1655,"VA"
"Frequency of feeling nervous, anxious, on edge","Nearly every day","Did not report",1187,"VA"
"Frequency of feeling nervous, anxious, on edge","Not at all","Did not report",2360,"VA"
"Frequency of feeling nervous, anxious, on edge","Several days","Did not report",11528,"VA"
"Frequency of having little interest or pleasure in doing things","Did not report","Did not report",983854,"VA"
"Frequency of having little interest or pleasure in doing things","More than half the days","Did not report",NA,"VA"
"Frequency of having little interest or pleasure in doing things","Nearly every day","Did not report",NA,"VA"
"Frequency of having little interest or pleasure in doing things","Not at all","Did not report",16156,"VA"
"Frequency of having little interest or pleasure in doing things","Several days","Did not report",574,"VA"
"Frequency of not being able to stop or control worrying","Did not report","Did not report",983854,"VA"
"Frequency of not being able to stop or control worrying","More than half the days","Did not report",2843,"VA"
"Frequency of not being able to stop or control worrying","Nearly every day","Did not report",NA,"VA"
"Frequency of not being able to stop or control worrying","Not at all","Did not report",2360,"VA"
"Frequency of not being able to stop or control worrying","Several days","Did not report",11528,"VA"
"Gender","Cisgender female","Did not report",493590,"VA"
"Gender","Cisgender male","Did not report",401640,"VA"
"Gender","Did not report","Did not report",79646,"VA"
"Gender","None of these","Did not report",6894,"VA"
"Gender","Transgender","Did not report",18815,"VA"
"Hispanic origin and Race","Asian alone, not Hispanic","Did not report",37170,"VA"
"Hispanic origin and Race","Black alone, not Hispanic","Did not report",262103,"VA"
"Hispanic origin and Race","Hispanic or Latino (may be of any race)","Did not report",41062,"VA"
"Hispanic origin and Race","Two or more races + Other races, not Hispanic","Did not report",43803,"VA"
"Hispanic origin and Race","White alone, not Hispanic","Did not report",616447,"VA"
"Household income","$100,000 - $149,999","Did not report",10954,"VA"
"Household income","$150,000 - $199,999","Did not report",2360,"VA"
"Household income","$200,000 and above","Did not report",574,"VA"
"Household income","$25,000 - $34,999","Did not report",NA,"VA"
"Household income","$35,000 - $49,999","Did not report",NA,"VA"
"Household income","$50,000 - $74,999","Did not report",2843,"VA"
"Household income","$75,000 - $99,999","Did not report",NA,"VA"
"Household income","Did not report","Did not report",983854,"VA"
"Household income","Less than $25,000","Did not report",NA,"VA"
"Household size","1 person in the household","Did not report",63945,"VA"
"Household size","2 people in the household","Did not report",290778,"VA"
"Household size","3 people in the household","Did not report",211205,"VA"
"Household size","4 people in the household","Did not report",273879,"VA"
"Household size","5 people in the household","Did not report",86475,"VA"
"Household size","6 people in the household","Did not report",52688,"VA"
"Household size","7 or more people in the household","Did not report",21614,"VA"
"Lesbian, Gay, Bisexual and Transgender","Did not report","Did not report",108245,"VA"
"Lesbian, Gay, Bisexual and Transgender","No","Did not report",773810,"VA"
"Lesbian, Gay, Bisexual and Transgender","Other","Did not report",6894,"VA"
"Lesbian, Gay, Bisexual and Transgender","Yes","Did not report",111636,"VA"
"Marital status","Did not report","Did not report",23243,"VA"
"Marital status","Divorced/separated","Did not report",100096,"VA"
"Marital status","Married","Did not report",549235,"VA"
"Marital status","Never married","Did not report",298506,"VA"
"Marital status","Widowed","Did not report",29504,"VA"
"Presence of children under 18 years old","Children in household","Did not report",400007,"VA"
"Presence of children under 18 years old","No children","Did not report",600578,"VA"
"Reason for not working","Did not report reason","Did not report",709568,"VA"
"Reason for not working","I am retired","Did not report",104985,"VA"
"Reason for not working","I did not have transportation to work","Did not report",NA,"VA"
"Reason for not working","I did not want to be employed at this time","Did not report",29442,"VA"
"Reason for not working","I was caring for an elderly person","Did not report",7465,"VA"
"Reason for not working","I was caring for children not in school or daycare","Did not report",13710,"VA"
"Reason for not working","I was caring for someone or sick myself with coronavirus symptoms","Did not report",3443,"VA"
"Reason for not working","I was concerned about getting or spreading the coronavirus","Did not report",NA,"VA"
"Reason for not working","I was laid off or furloughed due to coronavirus pandemic","Did not report",NA,"VA"
"Reason for not working","I was sick (not coronavirus related) or disabled","Did not report",24301,"VA"
"Reason for not working","My employer closed temporarily due to the coronavirus pandemic","Did not report",NA,"VA"
"Reason for not working","My employer went out of business due to the coronavirus pandemic","Did not report",2783,"VA"
"Reason for not working","Other reason","Did not report",104888,"VA"
"Received SNAP","Did not report","Did not report",983854,"VA"
"Received SNAP","No","Did not report",16731,"VA"
"Received SNAP","Yes","Did not report",NA,"VA"
"Respondent employed in the last 7 days","Did not report","Did not report",180810,"VA"
"Respondent employed in the last 7 days","No","Did not report",505043,"VA"
"Respondent employed in the last 7 days","Yes","Did not report",314733,"VA"
"Sex at birth","Female","Did not report",525190,"VA"
"Sex at birth","Male","Did not report",475395,"VA"
"Sexual orientation","Bisexual","Did not report",66110,"VA"
"Sexual orientation","Did not report","Did not report",46830,"VA"
"Sexual orientation","Gay or lesbian","Did not report",45526,"VA"
"Sexual orientation","I don’t know","Did not report",NA,"VA"
"Sexual orientation","Something else","Did not report",670,"VA"
"Sexual orientation","Straight","Did not report",841449,"VA"
"Total","","Did not report",1000585,"VA"
"Used in the last 7 days to meet spending needs*","Borrowing from friends or family","Did not report",2256,"VA"
"Used in the last 7 days to meet spending needs*","Child Tax Credit payment","Did not report",NA,"VA"
"Used in the last 7 days to meet spending needs*","Credit cards or loans","Did not report",2830,"VA"
"Used in the last 7 days to meet spending needs*","Did not report","Did not report",967640,"VA"
"Used in the last 7 days to meet spending needs*","Government rental assistance","Did not report",NA,"VA"
"Used in the last 7 days to meet spending needs*","Money from savings or selling assets or possessions (including withdrawals from retirement accounts)","Did not report",10353,"VA"
"Used in the last 7 days to meet spending needs*","Money saved from deferred or forgiven payments (to meet spending needs)","Did not report",NA,"VA"
"Used in the last 7 days to meet spending needs*","Other","Did not report",NA,"VA"
"Used in the last 7 days to meet spending needs*","Regular income sources like those received before the pandemic","Did not report",31758,"VA"
"Used in the last 7 days to meet spending needs*","School meal debit/EBT cards","Did not report",NA,"VA"
"Used in the last 7 days to meet spending needs*","Stimulus (economic impact) payment","Did not report",1655,"VA"
"Used in the last 7 days to meet spending needs*","Supplemental Nutrition Assistance Program (SNAP)","Did not report",NA,"VA"
"Used in the last 7 days to meet spending needs*","Unemployment insurance (UI) benefit payments","Did not report",NA,"VA"
"Active duty military*","Did not report","Enough of the kinds of food wanted",13816,"WA"
"Active duty military*","No active duty service (self or spouse)","Enough of the kinds of food wanted",3576820,"WA"
"Active duty military*","Serving in Reserve or National Guard","Enough of the kinds of food wanted",28310,"WA"
"Active duty military*","Serving on active duty","Enough of the kinds of food wanted",24485,"WA"
"Active duty military*","Spouse serving in Reserve or National Guard","Enough of the kinds of food wanted",1564,"WA"
"Active duty military*","Spouse serving on active duty","Enough of the kinds of food wanted",12490,"WA"
"Age","18 - 24","Enough of the kinds of food wanted",163436,"WA"
"Age","25 - 39","Enough of the kinds of food wanted",1052587,"WA"
"Age","40 - 54","Enough of the kinds of food wanted",919190,"WA"
"Age","55 - 64","Enough of the kinds of food wanted",596837,"WA"
"Age","65 and above","Enough of the kinds of food wanted",924624,"WA"
"Confidence in paying next rent or mortgage","Did not report","Enough of the kinds of food wanted",1058634,"WA"
"Confidence in paying next rent or mortgage","High confidence","Enough of the kinds of food wanted",2363315,"WA"
"Confidence in paying next rent or mortgage","Moderate confidence","Enough of the kinds of food wanted",125811,"WA"
"Confidence in paying next rent or mortgage","No confidence","Enough of the kinds of food wanted",20121,"WA"
"Confidence in paying next rent or mortgage","Payment is/will be deferred","Enough of the kinds of food wanted",21459,"WA"
"Confidence in paying next rent or mortgage","Slight confidence","Enough of the kinds of food wanted",67333,"WA"
"Covered by health insurance","Did not report or don’t know","Enough of the kinds of food wanted",124326,"WA"
"Covered by health insurance","No","Enough of the kinds of food wanted",182631,"WA"
"Covered by health insurance","Yes","Enough of the kinds of food wanted",3349717,"WA"
"Currently caught up on mortgage or rental payments","Did not report","Enough of the kinds of food wanted",157584,"WA"
"Currently caught up on mortgage or rental payments","Housing owned or payment not required","Enough of the kinds of food wanted",899572,"WA"
"Currently caught up on mortgage or rental payments","No","Enough of the kinds of food wanted",77792,"WA"
"Currently caught up on mortgage or rental payments","Yes","Enough of the kinds of food wanted",2521726,"WA"
"Difficulty hearing","A lot of difficulty","Enough of the kinds of food wanted",44774,"WA"
"Difficulty hearing","Cannot do at all","Enough of the kinds of food wanted",9153,"WA"
"Difficulty hearing","Did not report","Enough of the kinds of food wanted",131220,"WA"
"Difficulty hearing","No difficulty","Enough of the kinds of food wanted",2935700,"WA"
"Difficulty hearing","Some difficulty","Enough of the kinds of food wanted",535828,"WA"
"Difficulty remembering or concentrating","A lot of difficulty","Enough of the kinds of food wanted",198433,"WA"
"Difficulty remembering or concentrating","Cannot do at all","Enough of the kinds of food wanted",NA,"WA"
"Difficulty remembering or concentrating","Did not report","Enough of the kinds of food wanted",133188,"WA"
"Difficulty remembering or concentrating","No difficulty","Enough of the kinds of food wanted",2263793,"WA"
"Difficulty remembering or concentrating","Some difficulty","Enough of the kinds of food wanted",1061260,"WA"
"Difficulty seeing","A lot of difficulty","Enough of the kinds of food wanted",63562,"WA"
"Difficulty seeing","Cannot do at all","Enough of the kinds of food wanted",NA,"WA"
"Difficulty seeing","Did not report","Enough of the kinds of food wanted",133712,"WA"
"Difficulty seeing","No difficulty","Enough of the kinds of food wanted",2687727,"WA"
"Difficulty seeing","Some difficulty","Enough of the kinds of food wanted",771673,"WA"
"Difficulty walking or climbing stairs","A lot of difficulty","Enough of the kinds of food wanted",103633,"WA"
"Difficulty walking or climbing stairs","Cannot do at all","Enough of the kinds of food wanted",10883,"WA"
"Difficulty walking or climbing stairs","Did not report","Enough of the kinds of food wanted",127715,"WA"
"Difficulty walking or climbing stairs","No difficulty","Enough of the kinds of food wanted",2886836,"WA"
"Difficulty walking or climbing stairs","Some difficulty","Enough of the kinds of food wanted",527607,"WA"
"Education","Bachelor’s degree or higher","Enough of the kinds of food wanted",1614242,"WA"
"Education","High school or GED","Enough of the kinds of food wanted",747007,"WA"
"Education","Less than high school","Enough of the kinds of food wanted",129136,"WA"
"Education","Some college/associate’s degree","Enough of the kinds of food wanted",1166290,"WA"
"Experienced loss of employment income in last 4 weeks","Did not report","Enough of the kinds of food wanted",12992,"WA"
"Experienced loss of employment income in last 4 weeks","No","Enough of the kinds of food wanted",3397529,"WA"
"Experienced loss of employment income in last 4 weeks","Yes","Enough of the kinds of food wanted",246153,"WA"
"Free groceries in last 7 days","Did not report","Enough of the kinds of food wanted",13106,"WA"
"Free groceries in last 7 days","No","Enough of the kinds of food wanted",3541968,"WA"
"Free groceries in last 7 days","Yes","Enough of the kinds of food wanted",101600,"WA"
"Frequency of feeling down, depressed, or hopeless","Did not report","Enough of the kinds of food wanted",47866,"WA"
"Frequency of feeling down, depressed, or hopeless","More than half the days","Enough of the kinds of food wanted",154570,"WA"
"Frequency of feeling down, depressed, or hopeless","Nearly every day","Enough of the kinds of food wanted",183022,"WA"
"Frequency of feeling down, depressed, or hopeless","Not at all","Enough of the kinds of food wanted",2222448,"WA"
"Frequency of feeling down, depressed, or hopeless","Several days","Enough of the kinds of food wanted",1048768,"WA"
"Frequency of feeling nervous, anxious, on edge","Did not report","Enough of the kinds of food wanted",42416,"WA"
"Frequency of feeling nervous, anxious, on edge","More than half the days","Enough of the kinds of food wanted",306534,"WA"
"Frequency of feeling nervous, anxious, on edge","Nearly every day","Enough of the kinds of food wanted",311387,"WA"
"Frequency of feeling nervous, anxious, on edge","Not at all","Enough of the kinds of food wanted",1821619,"WA"
"Frequency of feeling nervous, anxious, on edge","Several days","Enough of the kinds of food wanted",1174718,"WA"
"Frequency of having little interest or pleasure in doing things","Did not report","Enough of the kinds of food wanted",50992,"WA"
"Frequency of having little interest or pleasure in doing things","More than half the days","Enough of the kinds of food wanted",209606,"WA"
"Frequency of having little interest or pleasure in doing things","Nearly every day","Enough of the kinds of food wanted",171310,"WA"
"Frequency of having little interest or pleasure in doing things","Not at all","Enough of the kinds of food wanted",2289716,"WA"
"Frequency of having little interest or pleasure in doing things","Several days","Enough of the kinds of food wanted",935051,"WA"
"Frequency of not being able to stop or control worrying","Did not report","Enough of the kinds of food wanted",59124,"WA"
"Frequency of not being able to stop or control worrying","More than half the days","Enough of the kinds of food wanted",201314,"WA"
"Frequency of not being able to stop or control worrying","Nearly every day","Enough of the kinds of food wanted",218559,"WA"
"Frequency of not being able to stop or control worrying","Not at all","Enough of the kinds of food wanted",2232178,"WA"
"Frequency of not being able to stop or control worrying","Several days","Enough of the kinds of food wanted",945498,"WA"
"Gender","Cisgender female","Enough of the kinds of food wanted",1783519,"WA"
"Gender","Cisgender male","Enough of the kinds of food wanted",1795439,"WA"
"Gender","Did not report","Enough of the kinds of food wanted",25362,"WA"
"Gender","None of these","Enough of the kinds of food wanted",33460,"WA"
"Gender","Transgender","Enough of the kinds of food wanted",18894,"WA"
"Hispanic origin and Race","Asian alone, not Hispanic","Enough of the kinds of food wanted",275736,"WA"
"Hispanic origin and Race","Black alone, not Hispanic","Enough of the kinds of food wanted",108132,"WA"
"Hispanic origin and Race","Hispanic or Latino (may be of any race)","Enough of the kinds of food wanted",393096,"WA"
"Hispanic origin and Race","Two or more races + Other races, not Hispanic","Enough of the kinds of food wanted",229961,"WA"
"Hispanic origin and Race","White alone, not Hispanic","Enough of the kinds of food wanted",2649749,"WA"
"Household income","$100,000 - $149,999","Enough of the kinds of food wanted",784754,"WA"
"Household income","$150,000 - $199,999","Enough of the kinds of food wanted",351485,"WA"
"Household income","$200,000 and above","Enough of the kinds of food wanted",469837,"WA"
"Household income","$25,000 - $34,999","Enough of the kinds of food wanted",218581,"WA"
"Household income","$35,000 - $49,999","Enough of the kinds of food wanted",384738,"WA"
"Household income","$50,000 - $74,999","Enough of the kinds of food wanted",503024,"WA"
"Household income","$75,000 - $99,999","Enough of the kinds of food wanted",412003,"WA"
"Household income","Did not report","Enough of the kinds of food wanted",312818,"WA"
"Household income","Less than $25,000","Enough of the kinds of food wanted",219433,"WA"
"Household size","1 person in the household","Enough of the kinds of food wanted",351566,"WA"
"Household size","2 people in the household","Enough of the kinds of food wanted",1489140,"WA"
"Household size","3 people in the household","Enough of the kinds of food wanted",624614,"WA"
"Household size","4 people in the household","Enough of the kinds of food wanted",501289,"WA"
"Household size","5 people in the household","Enough of the kinds of food wanted",314196,"WA"
"Household size","6 people in the household","Enough of the kinds of food wanted",181553,"WA"
"Household size","7 or more people in the household","Enough of the kinds of food wanted",194316,"WA"
"Lesbian, Gay, Bisexual and Transgender","Did not report","Enough of the kinds of food wanted",40770,"WA"
"Lesbian, Gay, Bisexual and Transgender","No","Enough of the kinds of food wanted",3145241,"WA"
"Lesbian, Gay, Bisexual and Transgender","Other","Enough of the kinds of food wanted",112979,"WA"
"Lesbian, Gay, Bisexual and Transgender","Yes","Enough of the kinds of food wanted",357685,"WA"
"Marital status","Did not report","Enough of the kinds of food wanted",15157,"WA"
"Marital status","Divorced/separated","Enough of the kinds of food wanted",404276,"WA"
"Marital status","Married","Enough of the kinds of food wanted",2263535,"WA"
"Marital status","Never married","Enough of the kinds of food wanted",789497,"WA"
"Marital status","Widowed","Enough of the kinds of food wanted",184209,"WA"
"Presence of children under 18 years old","Children in household","Enough of the kinds of food wanted",1193492,"WA"
"Presence of children under 18 years old","No children","Enough of the kinds of food wanted",2463182,"WA"
"Reason for not working","Did not report reason","Enough of the kinds of food wanted",2300420,"WA"
"Reason for not working","I am retired","Enough of the kinds of food wanted",806760,"WA"
"Reason for not working","I did not have transportation to work","Enough of the kinds of food wanted",4027,"WA"
"Reason for not working","I did not want to be employed at this time","Enough of the kinds of food wanted",110476,"WA"
"Reason for not working","I was caring for an elderly person","Enough of the kinds of food wanted",29703,"WA"
"Reason for not working","I was caring for children not in school or daycare","Enough of the kinds of food wanted",46023,"WA"
"Reason for not working","I was caring for someone or sick myself with coronavirus symptoms","Enough of the kinds of food wanted",22971,"WA"
"Reason for not working","I was concerned about getting or spreading the coronavirus","Enough of the kinds of food wanted",6708,"WA"
"Reason for not working","I was laid off or furloughed due to coronavirus pandemic","Enough of the kinds of food wanted",20382,"WA"
"Reason for not working","I was sick (not coronavirus related) or disabled","Enough of the kinds of food wanted",87271,"WA"
"Reason for not working","My employer closed temporarily due to the coronavirus pandemic","Enough of the kinds of food wanted",2289,"WA"
"Reason for not working","My employer went out of business due to the coronavirus pandemic","Enough of the kinds of food wanted",16148,"WA"
"Reason for not working","Other reason","Enough of the kinds of food wanted",203496,"WA"
"Received SNAP","Did not report","Enough of the kinds of food wanted",43063,"WA"
"Received SNAP","No","Enough of the kinds of food wanted",3334665,"WA"
"Received SNAP","Yes","Enough of the kinds of food wanted",278946,"WA"
"Respondent employed in the last 7 days","Did not report","Enough of the kinds of food wanted",18914,"WA"
"Respondent employed in the last 7 days","No","Enough of the kinds of food wanted",1377435,"WA"
"Respondent employed in the last 7 days","Yes","Enough of the kinds of food wanted",2260325,"WA"
"Sex at birth","Female","Enough of the kinds of food wanted",1825624,"WA"
"Sex at birth","Male","Enough of the kinds of food wanted",1831050,"WA"
"Sexual orientation","Bisexual","Enough of the kinds of food wanted",203005,"WA"
"Sexual orientation","Did not report","Enough of the kinds of food wanted",32207,"WA"
"Sexual orientation","Gay or lesbian","Enough of the kinds of food wanted",150318,"WA"
"Sexual orientation","I don’t know","Enough of the kinds of food wanted",49566,"WA"
"Sexual orientation","Something else","Enough of the kinds of food wanted",52798,"WA"
"Sexual orientation","Straight","Enough of the kinds of food wanted",3168779,"WA"
"Total","","Enough of the kinds of food wanted",3656674,"WA"
"Used in the last 7 days to meet spending needs*","Borrowing from friends or family","Enough of the kinds of food wanted",144662,"WA"
"Used in the last 7 days to meet spending needs*","Child Tax Credit payment","Enough of the kinds of food wanted",78501,"WA"
"Used in the last 7 days to meet spending needs*","Credit cards or loans","Enough of the kinds of food wanted",929644,"WA"
"Used in the last 7 days to meet spending needs*","Did not report","Enough of the kinds of food wanted",40634,"WA"
"Used in the last 7 days to meet spending needs*","Government rental assistance","Enough of the kinds of food wanted",18359,"WA"
"Used in the last 7 days to meet spending needs*","Money from savings or selling assets or possessions (including withdrawals from retirement accounts)","Enough of the kinds of food wanted",665339,"WA"
"Used in the last 7 days to meet spending needs*","Money saved from deferred or forgiven payments (to meet spending needs)","Enough of the kinds of food wanted",70197,"WA"
"Used in the last 7 days to meet spending needs*","Other","Enough of the kinds of food wanted",163405,"WA"
"Used in the last 7 days to meet spending needs*","Regular income sources like those received before the pandemic","Enough of the kinds of food wanted",3297257,"WA"
"Used in the last 7 days to meet spending needs*","School meal debit/EBT cards","Enough of the kinds of food wanted",78615,"WA"
"Used in the last 7 days to meet spending needs*","Stimulus (economic impact) payment","Enough of the kinds of food wanted",175403,"WA"
"Used in the last 7 days to meet spending needs*","Supplemental Nutrition Assistance Program (SNAP)","Enough of the kinds of food wanted",99257,"WA"
"Used in the last 7 days to meet spending needs*","Unemployment insurance (UI) benefit payments","Enough of the kinds of food wanted",43048,"WA"
"Active duty military*","Did not report","Enough food, but not always the kinds wanted",NA,"WA"
"Active duty military*","No active duty service (self or spouse)","Enough food, but not always the kinds wanted",1236484,"WA"
"Active duty military*","Serving in Reserve or National Guard","Enough food, but not always the kinds wanted",NA,"WA"
"Active duty military*","Serving on active duty","Enough food, but not always the kinds wanted",2020,"WA"
"Active duty military*","Spouse serving in Reserve or National Guard","Enough food, but not always the kinds wanted",953,"WA"
"Active duty military*","Spouse serving on active duty","Enough food, but not always the kinds wanted",3354,"WA"
"Age","18 - 24","Enough food, but not always the kinds wanted",99148,"WA"
"Age","25 - 39","Enough food, but not always the kinds wanted",319872,"WA"
"Age","40 - 54","Enough food, but not always the kinds wanted",380161,"WA"
"Age","55 - 64","Enough food, but not always the kinds wanted",194723,"WA"
"Age","65 and above","Enough food, but not always the kinds wanted",248711,"WA"
"Confidence in paying next rent or mortgage","Did not report","Enough food, but not always the kinds wanted",353022,"WA"
"Confidence in paying next rent or mortgage","High confidence","Enough food, but not always the kinds wanted",403165,"WA"
"Confidence in paying next rent or mortgage","Moderate confidence","Enough food, but not always the kinds wanted",290601,"WA"
"Confidence in paying next rent or mortgage","No confidence","Enough food, but not always the kinds wanted",72369,"WA"
"Confidence in paying next rent or mortgage","Payment is/will be deferred","Enough food, but not always the kinds wanted",15250,"WA"
"Confidence in paying next rent or mortgage","Slight confidence","Enough food, but not always the kinds wanted",108208,"WA"
"Covered by health insurance","Did not report or don’t know","Enough food, but not always the kinds wanted",65155,"WA"
"Covered by health insurance","No","Enough food, but not always the kinds wanted",146253,"WA"
"Covered by health insurance","Yes","Enough food, but not always the kinds wanted",1031208,"WA"
"Currently caught up on mortgage or rental payments","Did not report","Enough food, but not always the kinds wanted",122615,"WA"
"Currently caught up on mortgage or rental payments","Housing owned or payment not required","Enough food, but not always the kinds wanted",223306,"WA"
"Currently caught up on mortgage or rental payments","No","Enough food, but not always the kinds wanted",86313,"WA"
"Currently caught up on mortgage or rental payments","Yes","Enough food, but not always the kinds wanted",810382,"WA"
"Difficulty hearing","A lot of difficulty","Enough food, but not always the kinds wanted",32654,"WA"
"Difficulty hearing","Cannot do at all","Enough food, but not always the kinds wanted",12490,"WA"
"Difficulty hearing","Did not report","Enough food, but not always the kinds wanted",114681,"WA"
"Difficulty hearing","No difficulty","Enough food, but not always the kinds wanted",872660,"WA"
"Difficulty hearing","Some difficulty","Enough food, but not always the kinds wanted",210131,"WA"
"Difficulty remembering or concentrating","A lot of difficulty","Enough food, but not always the kinds wanted",140864,"WA"
"Difficulty remembering or concentrating","Cannot do at all","Enough food, but not always the kinds wanted",NA,"WA"
"Difficulty remembering or concentrating","Did not report","Enough food, but not always the kinds wanted",114429,"WA"
"Difficulty remembering or concentrating","No difficulty","Enough food, but not always the kinds wanted",509790,"WA"
"Difficulty remembering or concentrating","Some difficulty","Enough food, but not always the kinds wanted",477532,"WA"
"Difficulty seeing","A lot of difficulty","Enough food, but not always the kinds wanted",46479,"WA"
"Difficulty seeing","Cannot do at all","Enough food, but not always the kinds wanted",760,"WA"
"Difficulty seeing","Did not report","Enough food, but not always the kinds wanted",114965,"WA"
"Difficulty seeing","No difficulty","Enough food, but not always the kinds wanted",584381,"WA"
"Difficulty seeing","Some difficulty","Enough food, but not always the kinds wanted",496031,"WA"
"Difficulty walking or climbing stairs","A lot of difficulty","Enough food, but not always the kinds wanted",96196,"WA"
"Difficulty walking or climbing stairs","Cannot do at all","Enough food, but not always the kinds wanted",29649,"WA"
"Difficulty walking or climbing stairs","Did not report","Enough food, but not always the kinds wanted",113872,"WA"
"Difficulty walking or climbing stairs","No difficulty","Enough food, but not always the kinds wanted",743939,"WA"
"Difficulty walking or climbing stairs","Some difficulty","Enough food, but not always the kinds wanted",258959,"WA"
"Education","Bachelor’s degree or higher","Enough food, but not always the kinds wanted",282276,"WA"
"Education","High school or GED","Enough food, but not always the kinds wanted",335132,"WA"
"Education","Less than high school","Enough food, but not always the kinds wanted",112875,"WA"
"Education","Some college/associate’s degree","Enough food, but not always the kinds wanted",512333,"WA"
"Experienced loss of employment income in last 4 weeks","Did not report","Enough food, but not always the kinds wanted",1050,"WA"
"Experienced loss of employment income in last 4 weeks","No","Enough food, but not always the kinds wanted",1010979,"WA"
"Experienced loss of employment income in last 4 weeks","Yes","Enough food, but not always the kinds wanted",230587,"WA"
"Free groceries in last 7 days","Did not report","Enough food, but not always the kinds wanted",17838,"WA"
"Free groceries in last 7 days","No","Enough food, but not always the kinds wanted",1113475,"WA"
"Free groceries in last 7 days","Yes","Enough food, but not always the kinds wanted",111303,"WA"
"Frequency of feeling down, depressed, or hopeless","Did not report","Enough food, but not always the kinds wanted",35742,"WA"
"Frequency of feeling down, depressed, or hopeless","More than half the days","Enough food, but not always the kinds wanted",127281,"WA"
"Frequency of feeling down, depressed, or hopeless","Nearly every day","Enough food, but not always the kinds wanted",184761,"WA"
"Frequency of feeling down, depressed, or hopeless","Not at all","Enough food, but not always the kinds wanted",466217,"WA"
"Frequency of feeling down, depressed, or hopeless","Several days","Enough food, but not always the kinds wanted",428615,"WA"
"Frequency of feeling nervous, anxious, on edge","Did not report","Enough food, but not always the kinds wanted",35313,"WA"
"Frequency of feeling nervous, anxious, on edge","More than half the days","Enough food, but not always the kinds wanted",168034,"WA"
"Frequency of feeling nervous, anxious, on edge","Nearly every day","Enough food, but not always the kinds wanted",249353,"WA"
"Frequency of feeling nervous, anxious, on edge","Not at all","Enough food, but not always the kinds wanted",259989,"WA"
"Frequency of feeling nervous, anxious, on edge","Several days","Enough food, but not always the kinds wanted",529927,"WA"
"Frequency of having little interest or pleasure in doing things","Did not report","Enough food, but not always the kinds wanted",37033,"WA"
"Frequency of having little interest or pleasure in doing things","More than half the days","Enough food, but not always the kinds wanted",206195,"WA"
"Frequency of having little interest or pleasure in doing things","Nearly every day","Enough food, but not always the kinds wanted",165333,"WA"
"Frequency of having little interest or pleasure in doing things","Not at all","Enough food, but not always the kinds wanted",393005,"WA"
